IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
11306,C,M,3,3,ESO,Profesional,0,4,2-5 KM,Norte América,0,49,110000
11307,C,M,2,0,FP en curso,Obrero,1,2,5-10 KM,Norte América,1,49,80000
11308,C,M,2,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,0,56,60000
11309,S,F,2,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,55,60000
11310,S,F,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,51,70000
11311,S,F,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,56,70000
11312,S,F,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,56,70000
11313,S,M,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,57,70000
11314,S,F,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,45,70000
11315,S,F,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,56,70000
11316,C,M,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,1,56,60000
11317,S,F,3,0,ESO,Profesional,0,2,5-10 KM,Norte América,1,52,40000
11318,S,F,3,0,ESO,Profesional,0,2,1-2 KM,Norte América,0,57,40000
11319,C,F,4,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,1,67,70000
11320,C,F,4,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,72,80000
11321,C,M,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,0,71,90000
11322,C,F,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,0,72,90000
11323,S,M,2,4,Grado Universitario,Administrativo,1,3,5-10 KM,Norte América,1,71,120000
11324,C,M,5,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,70,90000
11325,S,M,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,1,70,90000
11326,C,M,2,3,Bachiller,Administrativo,1,4,0-1 KM,Norte América,1,70,130000
11327,C,M,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,1,70,90000
11328,C,M,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,1,70,90000
11329,S,M,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,1,69,90000
11330,C,M,2,4,Grado Universitario,Administrativo,1,1,2-5 KM,Norte América,0,69,110000
11331,C,F,4,4,ESO,Obrero,1,2,1-2 KM,Norte América,0,41,90000
11332,S,F,1,0,Grado Universitario,Manual,1,0,0-1 KM,Europa,1,47,10000
11333,C,F,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,47,20000
11334,C,F,1,0,Bachiller,Manual,1,0,0-1 KM,Europa,1,49,10000
11335,C,F,1,0,Bachiller,Manual,1,0,0-1 KM,Europa,1,37,10000
11336,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,42,20000
11337,C,M,1,0,Bachiller,Manual,1,0,0-1 KM,Europa,1,48,10000
11338,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,43,20000
11339,S,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,48,20000
11340,C,F,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,68,10000
11341,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,73,20000
11342,C,M,5,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,42,30000
11343,C,M,1,0,Bachiller,Manual,1,0,0-1 KM,Europa,1,40,10000
11344,C,F,1,0,ESO,Manual,1,0,0-1 KM,Europa,1,52,10000
11345,S,F,1,0,ESO,Manual,1,0,0-1 KM,Europa,1,53,10000
11346,S,F,2,0,ESO,Manual,1,1,0-1 KM,Europa,1,49,10000
11347,C,M,2,0,ESO,Manual,1,1,0-1 KM,Europa,0,43,10000
11348,C,M,2,0,ESO,Manual,1,1,0-1 KM,Europa,0,54,10000
11349,C,F,2,0,ESO,Manual,1,1,2-5 KM,Europa,0,50,10000
11350,C,F,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,73,30000
11351,S,F,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,65,20000
11352,C,M,2,0,ESO,Manual,1,1,0-1 KM,Europa,0,70,10000
11353,S,F,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,68,30000
11354,C,F,1,0,ESO,Manual,1,0,0-1 KM,Europa,0,68,20000
11355,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,67,40000
11356,S,M,0,0,ESO,Manual,0,1,2-5 KM,Pacífico,1,29,10000
11357,S,M,0,0,ESO,Manual,0,1,2-5 KM,Pacífico,1,31,10000
11358,S,F,0,0,ESO,Manual,0,1,0-1 KM,Pacífico,1,31,10000
11359,S,M,0,0,ESO,Manual,0,1,0-1 KM,Pacífico,1,31,10000
11360,S,M,0,0,ESO,Manual,1,1,2-5 KM,Pacífico,1,31,10000
11361,C,F,0,0,Formación Profesional,Manual,1,2,0-1 KM,Pacífico,0,32,10000
11362,C,M,0,0,Formación Profesional,Manual,0,2,0-1 KM,Pacífico,0,32,10000
11363,S,M,0,0,Formación Profesional,Manual,0,2,0-1 KM,Pacífico,1,32,10000
11364,S,F,1,1,Formación Profesional,Manual,0,0,2-5 KM,Pacífico,1,30,10000
11365,S,F,1,1,Formación Profesional,Manual,0,0,1-2 KM,Pacífico,1,30,10000
11366,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Pacífico,0,30,20000
11367,C,M,0,0,Bachiller,Religión,1,0,0-1 KM,Pacífico,0,31,20000
11368,S,M,1,1,Formación Profesional,Manual,0,0,1-2 KM,Pacífico,1,31,10000
11369,C,F,0,0,Bachiller,Religión,0,0,0-1 KM,Pacífico,0,31,20000
11370,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Pacífico,0,31,20000
11371,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Pacífico,0,31,20000
11372,S,F,0,0,Bachiller,Religión,1,0,0-1 KM,Pacífico,1,31,20000
11373,C,F,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,61,30000
11374,S,M,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,66,30000
11375,C,M,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,66,30000
11376,S,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,66,40000
11377,C,M,4,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,49,30000
11378,S,F,1,1,Formación Profesional,Manual,0,1,2-5 KM,Europa,1,49,10000
11379,C,M,1,1,Formación Profesional,Manual,1,1,2-5 KM,Europa,1,39,10000
11380,S,M,2,0,ESO,Manual,1,1,1-2 KM,Europa,1,51,20000
11381,C,F,2,0,ESO,Manual,1,1,2-5 KM,Europa,1,45,20000
11382,C,M,2,0,ESO,Manual,1,1,2-5 KM,Europa,1,41,20000
11383,C,F,3,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,49,30000
11384,C,F,3,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,43,30000
11385,S,M,3,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,44,30000
11386,C,F,3,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,43,30000
11387,S,F,3,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,50,40000
11388,C,M,3,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,50,40000
11389,S,M,1,1,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,34,10000
11390,S,F,1,1,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,39,10000
11391,S,F,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,0,39,10000
11392,S,M,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,0,34,10000
11393,S,M,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,0,41,10000
11394,S,M,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,40,10000
11395,S,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,39,30000
11396,C,M,2,2,Formación Profesional,Manual,0,1,0-1 KM,Europa,0,40,10000
11397,S,F,0,0,ESO,Manual,0,1,0-1 KM,Europa,0,40,20000
11398,S,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,40,30000
11399,S,F,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,40,30000
11400,S,M,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,35,40000
11401,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,40,40000
11402,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,40,40000
11403,S,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,35,40000
11404,S,F,3,0,ESO,Manual,0,2,0-1 KM,Europa,0,58,10000
11405,S,F,3,0,ESO,Manual,0,2,0-1 KM,Europa,0,58,10000
11406,C,F,2,0,ESO,Manual,1,1,2-5 KM,Europa,1,57,20000
11407,C,M,2,0,ESO,Manual,1,1,0-1 KM,Europa,0,57,20000
11408,C,M,2,1,Formación Profesional,Manual,0,2,0-1 KM,Europa,0,51,10000
11409,S,F,2,2,Formación Profesional,Manual,1,1,0-1 KM,Europa,1,36,10000
11410,C,M,1,1,ESO,Manual,1,0,2-5 KM,Europa,1,41,20000
11411,C,M,3,2,ESO,Profesional,0,1,2-5 KM,Europa,0,56,80000
11412,S,F,4,2,ESO,Profesional,1,1,10+ KM,Europa,1,55,80000
11413,C,F,4,2,ESO,Profesional,0,1,2-5 KM,Europa,1,55,80000
11414,S,M,4,2,ESO,Profesional,1,1,10+ KM,Europa,1,56,80000
11415,S,M,5,0,ESO,Profesional,0,2,10+ KM,Europa,0,65,90000
11416,C,F,3,1,FP en curso,Obrero,1,4,2-5 KM,Europa,1,65,60000
11417,C,F,5,1,Formación Profesional,Profesional,1,2,10+ KM,Europa,1,65,70000
11418,S,M,5,0,ESO,Profesional,0,2,10+ KM,Europa,0,65,90000
11419,C,M,3,4,Grado Universitario,Administrativo,1,4,0-1 KM,Europa,0,65,150000
11420,C,M,2,3,Bachiller,Administrativo,1,4,10+ KM,Europa,1,63,100000
11421,C,F,3,4,Bachiller,Administrativo,1,4,5-10 KM,Europa,1,63,110000
11422,C,M,4,4,Bachiller,Administrativo,1,3,5-10 KM,Europa,1,63,170000
11423,C,F,4,2,ESO,Profesional,0,1,2-5 KM,Europa,1,55,80000
11424,C,F,4,2,ESO,Profesional,1,2,10+ KM,Europa,0,50,80000
11425,C,F,4,2,Formación Profesional,Profesional,1,2,10+ KM,Europa,1,50,90000
11426,C,M,3,4,Bachiller,Administrativo,1,4,10+ KM,Europa,0,56,110000
11427,C,F,2,5,ESO,Profesional,1,2,10+ KM,Europa,1,56,110000
11428,S,F,2,5,Bachiller,Administrativo,1,2,10+ KM,Europa,1,56,120000
11429,C,M,4,1,ESO,Profesional,1,2,10+ KM,Europa,1,57,80000
11430,C,F,4,1,Formación Profesional,Profesional,1,2,10+ KM,Europa,0,58,90000
11431,C,M,4,5,ESO,Profesional,1,2,10+ KM,Europa,1,40,110000
11432,C,F,4,2,Formación Profesional,Profesional,1,2,10+ KM,Europa,1,58,80000
11433,C,M,5,2,Formación Profesional,Profesional,0,2,2-5 KM,Europa,1,58,80000
11434,C,M,5,5,ESO,Profesional,1,4,0-1 KM,Europa,0,53,170000
11435,S,F,3,4,ESO,Administrativo,1,4,10+ KM,Europa,0,60,100000
11436,C,F,3,5,ESO,Administrativo,0,4,10+ KM,Europa,0,59,160000
11437,C,M,4,1,Formación Profesional,Administrativo,1,3,10+ KM,Europa,0,60,90000
11438,C,F,4,5,Formación Profesional,Administrativo,1,4,0-1 KM,Europa,0,60,130000
11439,C,F,4,1,Formación Profesional,Administrativo,0,3,5-10 KM,Europa,1,61,90000
11440,C,M,5,0,FP en curso,Obrero,0,2,5-10 KM,Europa,0,62,80000
11441,C,F,5,0,FP en curso,Obrero,0,2,5-10 KM,Europa,0,62,90000
11442,C,M,5,0,FP en curso,Obrero,1,2,10+ KM,Europa,0,62,90000
11443,S,F,0,0,Bachiller,Profesional,0,4,2-5 KM,Pacífico,1,33,60000
11444,C,F,0,0,Bachiller,Profesional,1,3,10+ KM,Pacífico,1,33,70000
11445,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,35,70000
11446,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,35,70000
11447,C,F,0,0,Bachiller,Profesional,1,4,10+ KM,Pacífico,1,35,70000
11448,S,M,0,0,Bachiller,Profesional,1,3,10+ KM,Pacífico,1,34,80000
11449,C,M,0,0,Bachiller,Profesional,1,3,10+ KM,Pacífico,1,35,80000
11450,S,M,4,5,Formación Profesional,Administrativo,1,4,0-1 KM,Pacífico,1,34,130000
11451,S,M,0,0,Bachiller,Profesional,0,4,10+ KM,Pacífico,1,35,70000
11452,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,36,80000
11453,S,M,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,31,80000
11454,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,35,80000
11455,C,M,0,5,Formación Profesional,Administrativo,1,2,10+ KM,Pacífico,1,35,100000
11456,C,M,5,5,FP en curso,Profesional,1,4,10+ KM,Pacífico,1,35,120000
11457,C,F,0,0,Bachiller,Profesional,1,3,10+ KM,Pacífico,1,36,90000
11458,C,F,0,5,Formación Profesional,Administrativo,1,2,10+ KM,Pacífico,0,36,100000
11459,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,37,80000
11460,S,M,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,31,90000
11461,S,M,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,38,90000
11462,C,F,0,5,Formación Profesional,Administrativo,1,4,10+ KM,Pacífico,1,38,110000
11463,C,F,0,5,Formación Profesional,Administrativo,0,4,10+ KM,Pacífico,0,38,110000
11464,C,M,0,0,Bachiller,Profesional,1,4,10+ KM,Pacífico,1,38,90000
11465,C,M,0,0,Bachiller,Profesional,0,4,10+ KM,Pacífico,1,39,90000
11466,C,M,0,5,FP en curso,Administrativo,1,4,10+ KM,Pacífico,0,38,150000
11467,C,M,1,5,Grado Universitario,Administrativo,1,4,0-1 KM,Pacífico,0,40,170000
11468,C,F,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,34,40000
11469,S,M,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,36,10000
11470,S,M,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,1,36,20000
11471,S,F,0,0,ESO,Religión,1,1,2-5 KM,Europa,0,36,30000
11472,S,M,3,2,Bachiller,Profesional,1,2,5-10 KM,Pacífico,1,46,60000
11473,S,F,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,29,20000
11474,S,M,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,30,20000
11475,S,M,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,31,30000
11476,C,F,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,0,35,40000
11477,S,M,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,31,30000
11478,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,31,30000
11479,C,M,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,36,40000
11480,C,F,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,31,40000
11481,C,F,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,36,40000
11482,S,F,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,1,37,30000
11483,C,M,1,1,Bachiller,Obrero,1,1,0-1 KM,Europa,1,32,40000
11484,S,M,2,2,ESO,Religión,1,0,0-1 KM,Europa,1,32,40000
11485,C,M,2,2,ESO,Religión,0,0,0-1 KM,Europa,1,37,40000
11486,S,F,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,33,10000
11487,S,F,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,38,10000
11488,S,M,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,1,38,20000
11489,S,F,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,1,39,20000
11490,S,M,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,0,39,20000
11491,C,M,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,1,33,20000
11492,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,1,32,30000
11493,S,F,2,2,ESO,Religión,1,0,1-2 KM,Europa,1,39,40000
11494,S,M,2,2,ESO,Religión,1,0,1-2 KM,Europa,1,39,40000
11495,S,M,2,2,ESO,Religión,1,1,1-2 KM,Europa,0,38,40000
11496,S,M,2,2,ESO,Religión,1,2,0-1 KM,Europa,1,39,40000
11497,S,F,2,2,ESO,Religión,1,2,1-2 KM,Europa,0,33,40000
11498,S,M,3,3,ESO,Religión,1,2,1-2 KM,Norte América,0,36,40000
11499,S,M,3,3,ESO,Religión,1,2,1-2 KM,Norte América,0,35,40000
11500,S,F,0,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,0,35,40000
11501,S,F,3,3,ESO,Religión,1,2,1-2 KM,Norte América,0,34,40000
11502,S,M,4,4,ESO,Religión,1,1,0-1 KM,Norte América,0,35,40000
11503,C,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,79,50000
11504,C,F,1,0,Bachiller,Obrero,1,1,0-1 KM,Norte América,0,78,40000
11505,S,F,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,43,60000
11506,S,M,0,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,43,60000
11507,S,F,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,43,60000
11508,S,F,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,43,60000
11509,C,F,1,0,Bachiller,Obrero,1,1,5-10 KM,Norte América,0,51,30000
11510,C,M,1,0,Bachiller,Obrero,1,1,1-2 KM,Norte América,0,56,30000
11511,C,M,1,0,Bachiller,Obrero,1,1,2-5 KM,Norte América,0,51,30000
11512,S,F,3,0,FP en curso,Manual,1,2,1-2 KM,Norte América,1,39,20000
11513,S,F,3,0,FP en curso,Manual,0,2,1-2 KM,Norte América,1,50,20000
11514,C,M,1,0,Formación Profesional,Religión,1,1,2-5 KM,Norte América,0,50,30000
11515,C,F,1,0,Formación Profesional,Religión,1,1,2-5 KM,Norte América,1,56,30000
11516,C,F,1,0,Formación Profesional,Religión,1,1,2-5 KM,Norte América,1,38,30000
11517,C,F,1,0,ESO,Religión,1,1,0-1 KM,Norte América,0,55,40000
11518,C,M,1,0,ESO,Religión,1,1,0-1 KM,Norte América,0,54,40000
11519,C,M,1,0,ESO,Religión,1,1,1-2 KM,Norte América,0,55,40000
11520,C,F,1,0,ESO,Religión,1,1,0-1 KM,Norte América,0,54,40000
11521,C,F,1,0,ESO,Religión,1,1,0-1 KM,Norte América,0,37,40000
11522,C,M,5,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,43,80000
11523,C,M,1,0,ESO,Religión,1,1,0-1 KM,Norte América,1,53,40000
11524,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,0,54,40000
11525,C,F,1,0,ESO,Religión,1,1,0-1 KM,Norte América,1,54,40000
11526,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,1,42,40000
11527,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,0,53,40000
11528,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,1,47,40000
11529,C,M,1,0,ESO,Religión,1,1,1-2 KM,Norte América,1,52,40000
11530,C,M,1,0,ESO,Religión,1,1,1-2 KM,Norte América,0,52,40000
11531,C,F,1,0,ESO,Religión,1,1,0-1 KM,Norte América,1,53,40000
11532,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,0,53,40000
11533,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,0,47,40000
11534,S,M,4,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,51,60000
11535,C,M,4,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,51,60000
11536,C,M,4,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,46,60000
11537,C,M,4,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,52,60000
11538,S,F,4,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,1,50,60000
11539,C,M,4,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,45,60000
11540,S,M,4,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,45,60000
11541,S,M,4,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,1,50,60000
11542,S,M,1,1,ESO,Manual,0,0,0-1 KM,Europa,0,36,20000
11543,C,F,1,1,ESO,Manual,1,1,2-5 KM,Europa,0,42,20000
11544,C,M,1,0,Bachiller,Religión,1,0,1-2 KM,Europa,0,36,30000
11545,C,M,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,42,30000
11546,C,F,1,1,Bachiller,Religión,1,0,2-5 KM,Europa,1,42,30000
11547,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,36,40000
11548,S,M,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,41,40000
11549,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,36,40000
11550,S,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,36,40000
11551,S,M,3,3,Formación Profesional,Manual,1,1,0-1 KM,Europa,0,37,10000
11552,S,M,1,1,ESO,Manual,0,1,1-2 KM,Europa,0,42,20000
11553,C,F,1,1,ESO,Manual,1,1,2-5 KM,Europa,0,42,20000
11554,S,F,4,0,Formación Profesional,Manual,1,2,0-1 KM,Europa,0,83,10000
11555,C,F,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,78,40000
11556,C,M,1,1,ESO,Manual,1,1,2-5 KM,Europa,0,42,20000
11557,S,F,1,1,Bachiller,Religión,0,0,1-2 KM,Europa,0,43,30000
11558,S,M,1,1,Bachiller,Religión,0,0,0-1 KM,Europa,0,42,30000
11559,S,M,1,1,Bachiller,Religión,0,1,0-1 KM,Europa,0,36,30000
11560,S,F,1,1,Bachiller,Religión,0,1,1-2 KM,Europa,0,37,30000
11561,S,F,5,5,FP en curso,Manual,1,2,0-1 KM,Europa,1,43,10000
11562,C,M,1,1,Formación Profesional,Manual,1,1,2-5 KM,Europa,0,43,20000
11563,S,M,1,1,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,44,20000
11564,S,M,1,1,Formación Profesional,Manual,0,2,0-1 KM,Europa,1,43,20000
11565,S,M,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,0,43,20000
11566,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,42,40000
11567,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,37,40000
11568,S,F,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,43,20000
11569,C,M,1,1,Bachiller,Religión,1,1,2-5 KM,Europa,0,38,30000
11570,C,F,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,1,44,30000
11571,C,M,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,1,43,30000
11572,C,M,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,1,38,30000
11573,S,F,2,2,Formación Profesional,Manual,1,1,0-1 KM,Europa,0,38,20000
11574,S,F,2,2,Formación Profesional,Manual,1,1,0-1 KM,Europa,0,44,20000
11575,S,M,2,2,Formación Profesional,Manual,1,2,0-1 KM,Europa,1,44,20000
11576,C,M,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,1,45,30000
11577,C,F,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,1,44,30000
11578,S,F,3,2,FP en curso,Manual,1,2,0-1 KM,Europa,1,45,10000
11579,S,M,3,3,Formación Profesional,Manual,1,1,0-1 KM,Europa,0,34,20000
11580,C,M,1,0,Bachiller,Obrero,1,1,2-5 KM,Europa,0,76,30000
11581,C,F,0,0,Bachiller,Profesional,1,0,0-1 KM,Europa,0,43,40000
11582,S,F,2,2,ESO,Religión,1,0,0-1 KM,Europa,1,41,30000
11583,S,F,2,2,ESO,Religión,1,0,0-1 KM,Europa,1,44,30000
11584,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,44,40000
11585,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,39,40000
11586,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,44,40000
11587,S,M,2,2,ESO,Religión,1,2,0-1 KM,Europa,1,39,30000
11588,C,F,2,2,ESO,Religión,0,2,0-1 KM,Europa,1,45,30000
11589,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,40,40000
11590,S,F,2,2,ESO,Religión,1,2,0-1 KM,Europa,1,35,30000
11591,S,F,3,3,ESO,Religión,1,0,0-1 KM,Europa,1,46,30000
11592,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,1,31,20000
11593,S,M,0,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,1,33,20000
11594,S,M,4,4,Formación Profesional,Manual,1,2,0-1 KM,Europa,0,30,20000
11595,S,M,5,5,Formación Profesional,Manual,1,3,0-1 KM,Europa,0,30,20000
11596,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,46,40000
11597,S,F,3,3,ESO,Religión,1,2,0-1 KM,Europa,0,32,30000
11598,S,F,3,3,ESO,Religión,1,3,0-1 KM,Europa,1,31,30000
11599,S,F,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,1,32,20000
11600,S,F,0,0,ESO,Religión,0,1,2-5 KM,Europa,0,32,30000
11601,S,M,0,0,ESO,Religión,1,1,2-5 KM,Europa,1,32,30000
11602,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,0,32,30000
11603,S,M,0,0,ESO,Religión,0,1,0-1 KM,Europa,1,33,30000
11604,S,M,0,0,ESO,Religión,1,1,2-5 KM,Europa,1,32,30000
11605,S,F,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,1,33,20000
11606,S,F,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,1,29,10000
11607,S,M,0,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,1,29,20000
11608,S,M,0,0,Formación Profesional,Manual,0,1,5-10 KM,Europa,0,34,20000
11609,S,M,0,0,ESO,Religión,0,1,0-1 KM,Europa,1,33,30000
11610,S,M,0,0,ESO,Religión,0,1,0-1 KM,Europa,1,34,30000
11611,C,M,0,0,FP en curso,Manual,0,1,2-5 KM,Europa,1,30,20000
11612,S,M,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,1,29,20000
11613,S,F,0,0,ESO,Religión,0,1,0-1 KM,Europa,1,34,30000
11614,S,F,0,0,ESO,Religión,0,1,2-5 KM,Europa,1,34,30000
11615,C,M,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,34,40000
11616,C,F,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,35,40000
11617,S,M,4,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,1,50,60000
11618,C,M,4,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,50,60000
11619,S,F,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,36,50000
11620,S,F,0,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,0,36,50000
11621,S,F,0,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,37,50000
